Timestamp,Instrument,Bid Price,Bid Volume,Ask Price,Ask Volume,TODO
11:43:52,ESX-FUTURE,3401.0,1345,3402.0,1994,NOTHING
11:43:53,ESX-FUTURE,3401.0,1406,3402.0,1933,NOTHING
11:43:53,ESX-FUTURE,3401.0,3214,3401.0,125,NOTHING
11:43:55,ESX-FUTURE,3402.0,1178,3402.0,2161,NOTHING
11:43:56,ESX-FUTURE,3402.0,911,3402.0,2428,NOTHING
11:43:57,ESX-FUTURE,3402.0,2401,3402.0,938,NOTHING
11:43:59,ESX-FUTURE,3402.0,3092,3402.0,247,NOTHING
11:44:00,ESX-FUTURE,3402.0,2962,3402.0,377,NOTHING
11:44:01,ESX-FUTURE,3402.0,1224,3402.0,2115,NOTHING
11:44:02,ESX-FUTURE,3402.0,1947,3402.0,1392,NOTHING
11:44:03,ESX-FUTURE,3401.0,2960,3401.0,379,NOTHING
11:44:04,ESX-FUTURE,3402.0,1122,3402.0,2217,NOTHING
11:44:05,ESX-FUTURE,3402.0,832,3402.0,2507,NOTHING
11:44:07,ESX-FUTURE,3402.0,1074,3402.0,2265,NOTHING
11:44:07,ESX-FUTURE,3402.0,1980,3402.0,1359,NOTHING
11:44:09,ESX-FUTURE,3402.0,3338,3402.0,2,NOTHING
11:44:09,ESX-FUTURE,3402.0,2077,3402.0,1263,NOTHING
11:44:11,ESX-FUTURE,3403.0,722,3403.0,2618,NOTHING
11:44:12,ESX-FUTURE,3403.0,687,3403.0,2653,NOTHING
11:44:14,ESX-FUTURE,3403.0,679,3403.0,2661,NOTHING
11:44:15,ESX-FUTURE,3403.0,678,3403.0,2662,NOTHING
11:44:15,ESX-FUTURE,3403.0,681,3403.0,2659,NOTHING
11:44:17,ESX-FUTURE,3403.0,1404,3403.0,1936,NOTHING
11:44:18,ESX-FUTURE,3403.0,2465,3403.0,875,NOTHING
11:44:19,ESX-FUTURE,3403.0,3120,3403.0,220,NOTHING
11:44:19,ESX-FUTURE,3403.0,2230,3403.0,1110,NOTHING
11:44:20,ESX-FUTURE,3403.0,2351,3403.0,989,NOTHING
11:44:20,ESX-FUTURE,3403.0,2104,3403.0,1236,NOTHING
11:44:21,ESX-FUTURE,3403.0,2060,3403.0,1280,NOTHING
11:44:23,ESX-FUTURE,3403.0,2090,3403.0,1250,NOTHING
11:44:24,ESX-FUTURE,3403.0,2114,3403.0,1226,NOTHING
11:44:25,ESX-FUTURE,3403.0,2222,3404.0,1118,NOTHING
11:44:27,ESX-FUTURE,3403.0,2648,3404.0,692,NOTHING
11:44:28,ESX-FUTURE,3403.0,2649,3404.0,691,NOTHING
11:44:29,ESX-FUTURE,3403.0,1964,3404.0,1376,NOTHING
11:44:30,ESX-FUTURE,3403.0,1438,3404.0,1902,NOTHING
11:44:30,ESX-FUTURE,3408.0,1007,3408.0,2333,NOTHING
11:44:31,ESX-FUTURE,3407.0,2444,3408.0,896,NOTHING
11:44:32,ESX-FUTURE,3407.0,2866,3408.0,474,NOTHING
11:44:33,ESX-FUTURE,3408.0,111,3408.0,3229,NOTHING
11:44:34,ESX-FUTURE,3408.0,1903,3408.0,1437,NOTHING
11:44:35,ESX-FUTURE,3408.0,1332,3408.0,2008,NOTHING
11:44:36,ESX-FUTURE,3408.0,1375,3408.0,1965,NOTHING
11:44:37,ESX-FUTURE,3408.0,1049,3408.0,2291,NOTHING
11:44:39,ESX-FUTURE,3409.0,1077,3409.0,2263,NOTHING
11:44:40,ESX-FUTURE,3409.0,1572,3409.0,1768,NOTHING
11:44:40,ESX-FUTURE,3409.0,224,3409.0,3116,NOTHING
11:44:41,ESX-FUTURE,3409.0,194,3409.0,3146,NOTHING
11:44:42,ESX-FUTURE,3409.0,98,3409.0,3242,NOTHING
11:44:43,ESX-FUTURE,3409.0,746,3409.0,2594,NOTHING
11:44:45,ESX-FUTURE,3409.0,859,3409.0,2481,NOTHING
11:44:46,ESX-FUTURE,3408.0,2912,3408.0,428,NOTHING
11:44:46,ESX-FUTURE,3408.0,1284,3409.0,2056,NOTHING
11:44:48,ESX-FUTURE,3408.0,2551,3409.0,789,NOTHING
11:44:49,ESX-FUTURE,3408.0,2172,3409.0,1168,NOTHING
11:44:50,ESX-FUTURE,3408.0,2282,3408.0,1058,NOTHING
11:44:51,ESX-FUTURE,3408.0,561,3409.0,2779,NOTHING
11:44:52,ESX-FUTURE,3408.0,2145,3408.0,1195,NOTHING
11:44:54,ESX-FUTURE,3408.0,1196,3408.0,2144,NOTHING
11:44:55,ESX-FUTURE,3408.0,1007,3408.0,2333,NOTHING
11:44:55,ESX-FUTURE,3408.0,643,3408.0,2697,NOTHING
11:44:56,ESX-FUTURE,3409.0,538,3409.0,2802,NOTHING
11:44:57,ESX-FUTURE,3407.0,3248,3408.0,92,NOTHING
11:44:58,ESX-FUTURE,3407.0,3118,3408.0,222,NOTHING
11:45:00,ESX-FUTURE,3408.0,548,3408.0,2792,NOTHING
11:45:01,ESX-FUTURE,3408.0,1239,3409.0,2101,NOTHING
11:45:02,ESX-FUTURE,3408.0,1917,3408.0,1423,NOTHING
11:45:02,ESX-FUTURE,3408.0,2181,3408.0,1159,NOTHING
11:45:03,ESX-FUTURE,3408.0,2148,3408.0,1192,NOTHING
11:45:04,ESX-FUTURE,3407.0,515,3407.0,2825,NOTHING
11:45:05,ESX-FUTURE,3407.0,354,3407.0,2986,NOTHING
11:45:06,ESX-FUTURE,3407.0,314,3407.0,3026,NOTHING
11:45:07,ESX-FUTURE,3407.0,3075,3407.0,265,NOTHING
11:45:08,ESX-FUTURE,3407.0,264,3407.0,3076,NOTHING
11:45:09,ESX-FUTURE,3407.0,2363,3407.0,977,NOTHING
11:45:11,ESX-FUTURE,3407.0,273,3407.0,3067,NOTHING
11:45:11,ESX-FUTURE,3408.0,174,3408.0,3166,NOTHING
11:45:14,ESX-FUTURE,3407.0,1003,3408.0,2337,NOTHING
11:45:14,ESX-FUTURE,3407.0,1142,3408.0,2198,NOTHING
11:45:15,ESX-FUTURE,3407.0,1490,3408.0,1850,NOTHING
11:45:16,ESX-FUTURE,3408.0,2411,3409.0,929,NOTHING
11:45:17,ESX-FUTURE,3408.0,2382,3409.0,958,NOTHING
11:45:19,ESX-FUTURE,3404.0,3182,3404.0,158,NOTHING
11:45:20,ESX-FUTURE,3404.0,432,3405.0,2908,NOTHING
11:45:20,ESX-FUTURE,3404.0,2280,3404.0,1060,NOTHING
11:45:21,ESX-FUTURE,3404.0,1697,3404.0,1643,NOTHING
11:45:22,ESX-FUTURE,3404.0,751,3405.0,2589,NOTHING
11:45:24,ESX-FUTURE,3405.0,2141,3406.0,1199,NOTHING
11:45:24,ESX-FUTURE,3406.0,755,3406.0,2585,NOTHING
11:45:26,ESX-FUTURE,3405.0,129,3405.0,3211,NOTHING
11:45:28,ESX-FUTURE,3402.0,1147,3403.0,2193,NOTHING
11:45:28,ESX-FUTURE,3405.0,1278,3405.0,2062,NOTHING
11:45:30,ESX-FUTURE,3405.0,1404,3405.0,1936,NOTHING
11:45:30,ESX-FUTURE,3404.0,1492,3405.0,1848,NOTHING
11:45:31,ESX-FUTURE,3404.0,1565,3405.0,1775,NOTHING
11:45:32,ESX-FUTURE,3404.0,1395,3405.0,1945,NOTHING
11:45:33,ESX-FUTURE,3404.0,1427,3405.0,1913,NOTHING
11:45:34,ESX-FUTURE,3404.0,2246,3405.0,1094,NOTHING
11:45:35,ESX-FUTURE,3405.0,1931,3405.0,1409,NOTHING
11:45:36,ESX-FUTURE,3405.0,1578,3405.0,1762,NOTHING
11:45:37,ESX-FUTURE,3404.0,2053,3405.0,1287,NOTHING
11:45:37,ESX-FUTURE,3405.0,3133,3405.0,207,NOTHING
11:45:38,ESX-FUTURE,3405.0,1770,3405.0,1570,NOTHING
11:45:39,ESX-FUTURE,3405.0,3095,3405.0,245,NOTHING
11:45:40,ESX-FUTURE,3405.0,1599,3405.0,1741,NOTHING
11:45:42,ESX-FUTURE,3405.0,1594,3405.0,1746,NOTHING
11:45:42,ESX-FUTURE,3405.0,2331,3405.0,1009,NOTHING
