Timestamp,Instrument,Bid Price,Bid Volume,Ask Price,Ask Volume,TODO
02:24:14,ESX-FUTURE,3104.0,467,3104.0,2500,NOTHING
02:24:15,ESX-FUTURE,3104.0,480,3104.0,2487,NOTHING
02:24:16,ESX-FUTURE,3104.0,196,3104.0,2771,NOTHING
02:24:17,ESX-FUTURE,3104.0,1815,3104.0,1152,NOTHING
02:24:17,ESX-FUTURE,3104.0,1869,3104.0,1098,NOTHING
02:24:18,ESX-FUTURE,3104.0,2046,3104.0,921,NOTHING
02:24:20,ESX-FUTURE,3105.0,560,3106.0,2407,NOTHING
02:24:21,ESX-FUTURE,3105.0,2946,3105.0,21,NOTHING
02:24:21,ESX-FUTURE,3105.0,2965,3105.0,2,NOTHING
02:24:21,ESX-FUTURE,3105.0,1720,3105.0,1247,NOTHING
02:24:23,ESX-FUTURE,3105.0,1561,3105.0,1406,NOTHING
02:24:25,ESX-FUTURE,3105.0,328,3105.0,2639,NOTHING
02:24:26,ESX-FUTURE,3105.0,662,3105.0,2305,NOTHING
02:24:27,ESX-FUTURE,3105.0,1373,3105.0,1594,NOTHING
02:24:28,ESX-FUTURE,3105.0,435,3106.0,2532,NOTHING
02:24:29,ESX-FUTURE,3105.0,1691,3106.0,1276,NOTHING
02:24:30,ESX-FUTURE,3105.0,1994,3105.0,973,NOTHING
02:24:31,ESX-FUTURE,3105.0,350,3106.0,2617,NOTHING
02:24:32,ESX-FUTURE,3105.0,1510,3106.0,1457,NOTHING
02:24:33,ESX-FUTURE,3105.0,1389,3106.0,1578,NOTHING
02:24:34,ESX-FUTURE,3105.0,2339,3105.0,628,NOTHING
02:24:35,ESX-FUTURE,3106.0,2389,3106.0,578,NOTHING
02:24:35,ESX-FUTURE,3106.0,1176,3106.0,1791,NOTHING
02:24:36,ESX-FUTURE,3106.0,1498,3106.0,1469,NOTHING
02:24:37,ESX-FUTURE,3106.0,1657,3106.0,1310,NOTHING
02:24:39,ESX-FUTURE,3105.0,1556,3105.0,1411,NOTHING
02:24:39,ESX-FUTURE,3106.0,1358,3106.0,1609,NOTHING
02:24:40,ESX-FUTURE,3105.0,9,3106.0,2958,NOTHING
02:24:41,ESX-FUTURE,3105.0,1698,3106.0,1269,NOTHING
02:24:42,ESX-FUTURE,3105.0,2904,3105.0,63,NOTHING
02:24:43,ESX-FUTURE,3105.0,1055,3105.0,1912,NOTHING
02:24:43,ESX-FUTURE,3105.0,1009,3105.0,1958,NOTHING
02:24:45,ESX-FUTURE,3105.0,633,3105.0,2334,NOTHING
02:24:46,ESX-FUTURE,3105.0,465,3105.0,2502,NOTHING
02:24:46,ESX-FUTURE,3105.0,1036,3105.0,1931,NOTHING
02:24:47,ESX-FUTURE,3103.0,2219,3104.0,748,NOTHING
02:24:49,ESX-FUTURE,3103.0,2729,3103.0,238,NOTHING
02:24:50,ESX-FUTURE,3103.0,762,3104.0,2205,NOTHING
02:24:51,ESX-FUTURE,3103.0,775,3104.0,2192,NOTHING
02:24:52,ESX-FUTURE,3103.0,2024,3103.0,943,NOTHING
02:24:53,ESX-FUTURE,3103.0,2522,3104.0,445,NOTHING
02:24:54,ESX-FUTURE,3103.0,2525,3104.0,442,NOTHING
02:24:55,ESX-FUTURE,3103.0,2384,3104.0,583,NOTHING
02:24:56,ESX-FUTURE,3103.0,1213,3104.0,1754,NOTHING
02:24:56,ESX-FUTURE,3103.0,1221,3104.0,1746,NOTHING
02:24:56,ESX-FUTURE,3103.0,1209,3104.0,1758,NOTHING
02:24:58,ESX-FUTURE,3103.0,993,3104.0,1974,NOTHING
02:24:59,ESX-FUTURE,3103.0,990,3104.0,1977,NOTHING
02:25:00,ESX-FUTURE,3103.0,1634,3104.0,1333,NOTHING
02:25:00,ESX-FUTURE,3103.0,2103,3104.0,864,NOTHING
02:25:02,ESX-FUTURE,3104.0,133,3104.0,2834,NOTHING
02:25:02,ESX-FUTURE,3104.0,1630,3104.0,1337,NOTHING
02:25:03,ESX-FUTURE,3104.0,1365,3104.0,1602,NOTHING
02:25:04,ESX-FUTURE,3104.0,1373,3104.0,1594,NOTHING
02:25:05,ESX-FUTURE,3105.0,2810,3105.0,157,NOTHING
02:25:05,ESX-FUTURE,3105.0,2513,3105.0,454,NOTHING
02:25:06,ESX-FUTURE,3105.0,1198,3105.0,1769,NOTHING
02:25:07,ESX-FUTURE,3105.0,2371,3105.0,596,NOTHING
02:25:08,ESX-FUTURE,3105.0,2826,3105.0,141,NOTHING
02:25:09,ESX-FUTURE,3105.0,2927,3105.0,40,NOTHING
02:25:11,ESX-FUTURE,3105.0,2688,3106.0,279,NOTHING
02:25:11,ESX-FUTURE,3106.0,1916,3106.0,1051,NOTHING
02:25:12,ESX-FUTURE,3106.0,420,3106.0,2547,NOTHING
02:25:13,ESX-FUTURE,3105.0,2930,3106.0,37,NOTHING
02:25:14,ESX-FUTURE,3106.0,1233,3106.0,1734,NOTHING
02:25:16,ESX-FUTURE,3106.0,1234,3106.0,1733,NOTHING
02:25:16,ESX-FUTURE,3106.0,1235,3106.0,1732,NOTHING
02:25:17,ESX-FUTURE,3106.0,1251,3106.0,1716,NOTHING
02:25:18,ESX-FUTURE,3106.0,1116,3106.0,1851,NOTHING
02:25:19,ESX-FUTURE,3104.0,2367,3105.0,600,NOTHING
02:25:20,ESX-FUTURE,3104.0,1815,3105.0,1152,NOTHING
02:25:22,ESX-FUTURE,3104.0,1568,3105.0,1399,NOTHING
02:25:23,ESX-FUTURE,3105.0,309,3106.0,2658,NOTHING
02:25:24,ESX-FUTURE,3105.0,500,3106.0,2467,NOTHING
02:25:25,ESX-FUTURE,3105.0,668,3106.0,2299,NOTHING
02:25:27,ESX-FUTURE,3106.0,2709,3106.0,258,NOTHING
02:25:28,ESX-FUTURE,3106.0,262,3107.0,2705,NOTHING
02:25:28,ESX-FUTURE,3106.0,64,3107.0,2903,NOTHING
02:25:30,ESX-FUTURE,3106.0,1021,3107.0,1946,NOTHING
02:25:32,ESX-FUTURE,3107.0,1665,3107.0,1302,NOTHING
02:25:33,ESX-FUTURE,3107.0,708,3107.0,2259,NOTHING
02:25:33,ESX-FUTURE,3107.0,689,3107.0,2278,NOTHING
02:25:33,ESX-FUTURE,3107.0,791,3107.0,2176,NOTHING
02:25:35,ESX-FUTURE,3106.0,2918,3106.0,49,NOTHING
02:25:36,ESX-FUTURE,3106.0,2934,3106.0,33,NOTHING
02:25:37,ESX-FUTURE,3106.0,381,3106.0,2586,NOTHING
02:25:38,ESX-FUTURE,3106.0,491,3106.0,2476,NOTHING
02:25:39,ESX-FUTURE,3106.0,608,3106.0,2359,NOTHING
02:25:41,ESX-FUTURE,3106.0,345,3106.0,2622,NOTHING
02:25:43,ESX-FUTURE,3106.0,1367,3106.0,1600,NOTHING
02:25:44,ESX-FUTURE,3107.0,584,3107.0,2383,NOTHING
02:25:45,ESX-FUTURE,3106.0,2734,3106.0,233,NOTHING
02:25:46,ESX-FUTURE,3106.0,356,3107.0,2611,NOTHING
02:25:47,ESX-FUTURE,3106.0,1170,3107.0,1797,NOTHING
02:25:48,ESX-FUTURE,3106.0,1214,3107.0,1753,NOTHING
02:25:49,ESX-FUTURE,3106.0,758,3107.0,2209,NOTHING
02:25:51,ESX-FUTURE,3106.0,778,3107.0,2189,NOTHING
02:25:52,ESX-FUTURE,3106.0,2615,3106.0,352,NOTHING
02:25:53,ESX-FUTURE,3106.0,2565,3106.0,402,NOTHING
02:25:54,ESX-FUTURE,3106.0,2707,3106.0,260,NOTHING
02:25:54,ESX-FUTURE,3106.0,2572,3106.0,395,NOTHING
02:25:57,ESX-FUTURE,3107.0,359,3107.0,2608,NOTHING
02:25:58,ESX-FUTURE,3107.0,388,3107.0,2579,NOTHING
02:25:59,ESX-FUTURE,3107.0,2834,3107.0,133,NOTHING
02:26:00,ESX-FUTURE,3107.0,2680,3107.0,287,BUY
02:26:00,ESX-FUTURE,3107.0,1230,3107.0,1737,BUY
02:26:01,ESX-FUTURE,3107.0,1664,3107.0,1303,BUY
02:26:02,ESX-FUTURE,3106.0,2585,3106.0,382,BUY
02:26:03,ESX-FUTURE,3106.0,1986,3107.0,981,BUY
02:26:03,ESX-FUTURE,3107.0,993,3107.0,1974,BUY
02:26:04,ESX-FUTURE,3105.0,2263,3105.0,704,BUY
02:26:05,ESX-FUTURE,3105.0,207,3106.0,2760,BUY
02:26:06,ESX-FUTURE,3106.0,2276,3106.0,691,BUY
02:26:07,ESX-FUTURE,3106.0,2301,3106.0,666,BUY
02:26:09,ESX-FUTURE,3106.0,1404,3106.0,1563,BUY
02:26:09,ESX-FUTURE,3106.0,691,3106.0,2276,BUY
02:26:09,ESX-FUTURE,3103.0,1762,3103.0,1205,BUY
02:26:09,ESX-FUTURE,3103.0,1608,3103.0,1359,BUY
02:26:09,ESX-FUTURE,3103.0,1918,3103.0,1049,BUY
02:26:10,ESX-FUTURE,3103.0,1488,3103.0,1479,BUY
02:26:11,ESX-FUTURE,3103.0,1388,3103.0,1579,BUY
02:26:12,ESX-FUTURE,3103.0,1241,3103.0,1726,BUY
02:26:13,ESX-FUTURE,3102.0,2823,3102.0,144,BUY
02:26:15,ESX-FUTURE,3102.0,2837,3102.0,130,BUY
02:26:16,ESX-FUTURE,3102.0,442,3103.0,2525,BUY
02:26:16,ESX-FUTURE,3103.0,2374,3103.0,593,BUY
02:26:18,ESX-FUTURE,3103.0,409,3103.0,2558,BUY
02:26:18,ESX-FUTURE,3103.0,1790,3103.0,1177,BUY
02:26:20,ESX-FUTURE,3103.0,1101,3103.0,1866,BUY
02:26:21,ESX-FUTURE,3102.0,2636,3103.0,331,BUY
02:26:22,ESX-FUTURE,3103.0,1445,3103.0,1522,BUY
02:26:24,ESX-FUTURE,3103.0,1440,3103.0,1527,BUY
02:26:25,ESX-FUTURE,3100.0,1280,3100.0,1687,BUY
02:26:27,ESX-FUTURE,3098.0,1913,3098.0,1054,BUY
02:26:27,ESX-FUTURE,3098.0,434,3098.0,2533,BUY
02:26:27,ESX-FUTURE,3098.0,1453,3098.0,1514,BUY
02:26:28,ESX-FUTURE,3098.0,1743,3098.0,1224,BUY
02:26:28,ESX-FUTURE,3098.0,1802,3098.0,1165,BUY
02:26:29,ESX-FUTURE,3098.0,1710,3098.0,1257,BUY
02:26:30,ESX-FUTURE,3098.0,1707,3098.0,1260,BUY
02:26:31,ESX-FUTURE,3098.0,1695,3098.0,1272,BUY
02:26:31,ESX-FUTURE,3098.0,1551,3098.0,1416,BUY
02:26:32,ESX-FUTURE,3099.0,1063,3099.0,1904,BUY
02:26:33,ESX-FUTURE,3099.0,2364,3099.0,603,BUY
02:26:34,ESX-FUTURE,3099.0,1237,3099.0,1730,BUY
02:26:36,ESX-FUTURE,3098.0,200,3099.0,2767,BUY
02:26:37,ESX-FUTURE,3098.0,200,3099.0,2767,BUY
02:26:38,ESX-FUTURE,3100.0,185,3100.0,2782,BUY
02:26:39,ESX-FUTURE,3099.0,1607,3099.0,1360,BUY
02:26:41,ESX-FUTURE,3099.0,1895,3099.0,1072,BUY
02:26:43,ESX-FUTURE,3101.0,2259,3101.0,708,BUY
02:26:43,ESX-FUTURE,3101.0,1365,3102.0,1602,BUY
02:26:44,ESX-FUTURE,3101.0,1315,3102.0,1652,BUY
02:26:45,ESX-FUTURE,3101.0,1333,3102.0,1634,BUY
02:26:46,ESX-FUTURE,3101.0,988,3102.0,1979,BUY
02:26:48,ESX-FUTURE,3101.0,2624,3102.0,343,BUY
02:26:50,ESX-FUTURE,3101.0,2797,3102.0,170,BUY
02:26:51,ESX-FUTURE,3102.0,1384,3102.0,1583,BUY
02:26:51,ESX-FUTURE,3102.0,406,3102.0,2561,BUY
02:26:52,ESX-FUTURE,3102.0,160,3102.0,2807,BUY
02:26:53,ESX-FUTURE,3102.0,332,3102.0,2635,BUY
02:26:54,ESX-FUTURE,3101.0,2525,3102.0,442,BUY
02:26:54,ESX-FUTURE,3101.0,2534,3102.0,433,BUY
02:26:56,ESX-FUTURE,3101.0,2873,3102.0,94,BUY
02:26:57,ESX-FUTURE,3101.0,2856,3102.0,111,BUY
02:26:58,ESX-FUTURE,3103.0,1601,3103.0,1366,BUY
02:27:00,ESX-FUTURE,3103.0,1850,3103.0,1117,NOTHING
02:27:01,ESX-FUTURE,3100.0,358,3100.0,2609,NOTHING
02:27:02,ESX-FUTURE,3100.0,751,3100.0,2216,NOTHING
02:27:03,ESX-FUTURE,3100.0,1066,3100.0,1901,NOTHING
02:27:04,ESX-FUTURE,3100.0,656,3100.0,2311,NOTHING
02:27:04,ESX-FUTURE,3100.0,2116,3100.0,851,NOTHING
02:27:05,ESX-FUTURE,3100.0,2574,3100.0,393,NOTHING
02:27:07,ESX-FUTURE,3102.0,53,3102.0,2914,NOTHING
02:27:08,ESX-FUTURE,3102.0,2926,3102.0,41,NOTHING
02:27:09,ESX-FUTURE,3102.0,1923,3102.0,1044,NOTHING
02:27:10,ESX-FUTURE,3101.0,765,3102.0,2202,NOTHING
02:27:12,ESX-FUTURE,3101.0,1572,3102.0,1395,NOTHING
02:27:13,ESX-FUTURE,3101.0,2099,3101.0,868,NOTHING
02:27:13,ESX-FUTURE,3101.0,1060,3101.0,1907,NOTHING
02:27:14,ESX-FUTURE,3101.0,1181,3101.0,1786,NOTHING
02:27:15,ESX-FUTURE,3101.0,2102,3101.0,865,NOTHING
02:27:15,ESX-FUTURE,3102.0,2900,3102.0,67,NOTHING
02:27:16,ESX-FUTURE,3102.0,2459,3102.0,508,NOTHING
02:27:17,ESX-FUTURE,3104.0,80,3104.0,2887,NOTHING
02:27:18,ESX-FUTURE,3104.0,2686,3104.0,281,NOTHING
02:27:20,ESX-FUTURE,3104.0,2688,3104.0,279,NOTHING
02:27:21,ESX-FUTURE,3104.0,2609,3104.0,358,NOTHING
02:27:23,ESX-FUTURE,3105.0,756,3105.0,2211,NOTHING
02:27:23,ESX-FUTURE,3105.0,36,3105.0,2931,NOTHING
02:27:24,ESX-FUTURE,3105.0,176,3106.0,2791,NOTHING
02:27:26,ESX-FUTURE,3105.0,1289,3105.0,1678,NOTHING
02:27:26,ESX-FUTURE,3105.0,504,3105.0,2463,NOTHING
02:27:28,ESX-FUTURE,3105.0,715,3105.0,2252,NOTHING
02:27:29,ESX-FUTURE,3105.0,371,3106.0,2596,NOTHING
02:27:31,ESX-FUTURE,3105.0,2257,3105.0,710,NOTHING
02:27:33,ESX-FUTURE,3105.0,2316,3105.0,651,NOTHING
02:27:34,ESX-FUTURE,3105.0,500,3106.0,2467,NOTHING
02:27:35,ESX-FUTURE,3105.0,2605,3106.0,362,NOTHING
02:27:35,ESX-FUTURE,3105.0,2654,3106.0,313,NOTHING
02:27:37,ESX-FUTURE,3105.0,2720,3106.0,247,NOTHING
02:27:38,ESX-FUTURE,3105.0,2778,3106.0,189,NOTHING
02:27:39,ESX-FUTURE,3105.0,2661,3106.0,306,NOTHING
02:27:40,ESX-FUTURE,3105.0,2463,3106.0,504,NOTHING
02:27:42,ESX-FUTURE,3105.0,2324,3106.0,643,NOTHING
02:27:42,ESX-FUTURE,3105.0,1965,3106.0,1002,NOTHING
02:27:44,ESX-FUTURE,3105.0,1851,3106.0,1116,NOTHING
02:27:45,ESX-FUTURE,3106.0,1880,3106.0,1087,NOTHING
02:27:47,ESX-FUTURE,3105.0,1485,3106.0,1482,NOTHING
02:27:48,ESX-FUTURE,3106.0,1788,3106.0,1179,NOTHING
02:27:48,ESX-FUTURE,3106.0,2162,3106.0,805,NOTHING
02:27:49,ESX-FUTURE,3106.0,1491,3106.0,1476,NOTHING
02:27:50,ESX-FUTURE,3106.0,1506,3107.0,1461,NOTHING
02:27:51,ESX-FUTURE,3107.0,1640,3107.0,1327,NOTHING
02:27:52,ESX-FUTURE,3107.0,2528,3107.0,439,NOTHING
02:27:52,ESX-FUTURE,3107.0,181,3107.0,2786,NOTHING
02:27:53,ESX-FUTURE,3107.0,607,3107.0,2360,NOTHING
02:27:54,ESX-FUTURE,3107.0,1920,3107.0,1047,NOTHING
02:27:56,ESX-FUTURE,3109.0,2827,3109.0,140,NOTHING
02:27:57,ESX-FUTURE,3109.0,2863,3109.0,104,NOTHING
02:27:58,ESX-FUTURE,3109.0,2296,3109.0,671,NOTHING
02:27:58,ESX-FUTURE,3110.0,471,3110.0,2496,NOTHING
02:28:00,ESX-FUTURE,3110.0,2909,3110.0,58,SELL
02:28:01,ESX-FUTURE,3110.0,1761,3110.0,1206,SELL
02:28:01,ESX-FUTURE,3110.0,2057,3110.0,910,SELL
02:28:03,ESX-FUTURE,3110.0,2529,3110.0,438,SELL
02:28:03,ESX-FUTURE,3110.0,106,3110.0,2861,SELL
02:28:05,ESX-FUTURE,3110.0,29,3110.0,2938,SELL
02:28:06,ESX-FUTURE,3110.0,29,3110.0,2938,SELL
02:28:06,ESX-FUTURE,3110.0,29,3110.0,2938,SELL
02:28:07,ESX-FUTURE,3110.0,30,3110.0,2937,SELL
02:28:08,ESX-FUTURE,3110.0,2896,3110.0,71,SELL
02:28:10,ESX-FUTURE,3110.0,2457,3110.0,510,SELL
02:28:10,ESX-FUTURE,3110.0,2941,3110.0,26,SELL
02:28:11,ESX-FUTURE,3110.0,2822,3110.0,145,SELL
02:28:12,ESX-FUTURE,3110.0,2818,3110.0,149,SELL
02:28:12,ESX-FUTURE,3110.0,2533,3110.0,434,SELL
02:28:14,ESX-FUTURE,3110.0,1162,3110.0,1805,SELL
02:28:14,ESX-FUTURE,3110.0,465,3110.0,2502,SELL
02:28:15,ESX-FUTURE,3110.0,480,3110.0,2487,SELL
02:28:16,ESX-FUTURE,3110.0,342,3111.0,2625,SELL
02:28:17,ESX-FUTURE,3110.0,1536,3111.0,1431,SELL
02:28:17,ESX-FUTURE,3110.0,2393,3111.0,574,SELL
02:28:18,ESX-FUTURE,3111.0,1449,3111.0,1518,SELL
02:28:19,ESX-FUTURE,3110.0,2481,3111.0,486,SELL
02:28:21,ESX-FUTURE,3110.0,2522,3111.0,445,SELL
02:28:22,ESX-FUTURE,3110.0,1616,3111.0,1351,SELL
02:28:23,ESX-FUTURE,3110.0,1260,3110.0,1707,SELL
02:28:24,ESX-FUTURE,3110.0,1349,3110.0,1618,SELL
02:28:25,ESX-FUTURE,3110.0,1046,3110.0,1921,SELL
02:28:26,ESX-FUTURE,3110.0,1410,3110.0,1557,SELL
02:28:27,ESX-FUTURE,3110.0,616,3111.0,2351,SELL
02:28:29,ESX-FUTURE,3110.0,156,3111.0,2811,SELL
02:28:30,ESX-FUTURE,3110.0,803,3110.0,2164,SELL
02:28:31,ESX-FUTURE,3110.0,2140,3111.0,827,SELL
02:28:31,ESX-FUTURE,3110.0,1363,3111.0,1604,SELL
02:28:33,ESX-FUTURE,3110.0,1364,3111.0,1603,SELL
02:28:34,ESX-FUTURE,3110.0,1364,3111.0,1603,SELL
02:28:35,ESX-FUTURE,3110.0,1783,3111.0,1184,SELL
