Timestamp,Instrument,Bid Price,Bid Volume,Ask Price,Ask Volume,TODO
00:58:06,SP-FUTURE,3140.0,1070,3140.0,1768,NOTHING
00:58:07,SP-FUTURE,3140.0,1267,3140.0,1571,NOTHING
00:58:07,SP-FUTURE,3140.0,536,3140.0,2302,NOTHING
00:58:08,SP-FUTURE,3140.0,540,3140.0,2298,NOTHING
00:58:09,SP-FUTURE,3140.0,1972,3140.0,866,NOTHING
00:58:09,SP-FUTURE,3140.0,167,3140.0,2671,NOTHING
00:58:10,SP-FUTURE,3140.0,1181,3141.0,1657,NOTHING
00:58:12,SP-FUTURE,3140.0,1789,3141.0,1049,NOTHING
00:58:13,SP-FUTURE,3140.0,1164,3141.0,1674,NOTHING
00:58:15,SP-FUTURE,3140.0,2074,3141.0,764,NOTHING
00:58:16,SP-FUTURE,3140.0,1246,3141.0,1592,NOTHING
00:58:17,SP-FUTURE,3140.0,2365,3140.0,473,NOTHING
00:58:18,SP-FUTURE,3141.0,1814,3141.0,1024,NOTHING
00:58:19,SP-FUTURE,3141.0,2182,3141.0,656,NOTHING
00:58:19,SP-FUTURE,3141.0,285,3142.0,2553,NOTHING
00:58:19,SP-FUTURE,3143.0,1272,3143.0,1566,NOTHING
00:58:20,SP-FUTURE,3142.0,2112,3143.0,726,NOTHING
00:58:21,SP-FUTURE,3143.0,165,3143.0,2673,NOTHING
00:58:21,SP-FUTURE,3143.0,96,3143.0,2742,NOTHING
00:58:23,SP-FUTURE,3143.0,2756,3143.0,82,NOTHING
00:58:24,SP-FUTURE,3143.0,909,3143.0,1929,NOTHING
00:58:24,SP-FUTURE,3142.0,2543,3142.0,295,NOTHING
00:58:26,SP-FUTURE,3142.0,2634,3142.0,204,NOTHING
00:58:26,SP-FUTURE,3142.0,2799,3142.0,39,NOTHING
00:58:27,SP-FUTURE,3142.0,2287,3142.0,551,NOTHING
00:58:28,SP-FUTURE,3142.0,639,3142.0,2199,NOTHING
00:58:28,SP-FUTURE,3142.0,2191,3142.0,647,NOTHING
00:58:29,SP-FUTURE,3142.0,2638,3142.0,200,NOTHING
00:58:31,SP-FUTURE,3142.0,2534,3142.0,304,NOTHING
00:58:32,SP-FUTURE,3142.0,2583,3142.0,255,NOTHING
00:58:34,SP-FUTURE,3142.0,2487,3142.0,351,NOTHING
00:58:35,SP-FUTURE,3142.0,708,3143.0,2130,NOTHING
00:58:36,SP-FUTURE,3142.0,171,3143.0,2667,NOTHING
00:58:37,SP-FUTURE,3142.0,1880,3142.0,958,NOTHING
00:58:38,SP-FUTURE,3142.0,1352,3143.0,1486,NOTHING
00:58:39,SP-FUTURE,3142.0,1708,3143.0,1130,NOTHING
00:58:40,SP-FUTURE,3142.0,2146,3143.0,692,NOTHING
00:58:41,SP-FUTURE,3143.0,3,3143.0,2835,NOTHING
00:58:42,SP-FUTURE,3143.0,511,3143.0,2327,NOTHING
00:58:43,SP-FUTURE,3143.0,611,3143.0,2227,NOTHING
00:58:44,SP-FUTURE,3143.0,1024,3143.0,1814,NOTHING
00:58:44,SP-FUTURE,3143.0,1017,3143.0,1821,NOTHING
00:58:45,SP-FUTURE,3143.0,1098,3143.0,1740,NOTHING
00:58:45,SP-FUTURE,3143.0,2674,3143.0,164,NOTHING
00:58:46,SP-FUTURE,3143.0,2318,3143.0,520,NOTHING
00:58:47,SP-FUTURE,3144.0,2788,3144.0,50,NOTHING
00:58:48,SP-FUTURE,3144.0,2835,3144.0,3,NOTHING
00:58:49,SP-FUTURE,3144.0,2706,3144.0,132,NOTHING
00:58:50,SP-FUTURE,3144.0,1749,3144.0,1089,NOTHING
00:58:50,SP-FUTURE,3143.0,2640,3143.0,198,NOTHING
00:58:53,SP-FUTURE,3143.0,1455,3143.0,1383,NOTHING
00:58:54,SP-FUTURE,3143.0,1651,3143.0,1187,NOTHING
00:58:54,SP-FUTURE,3143.0,532,3143.0,2306,NOTHING
00:58:54,SP-FUTURE,3143.0,773,3143.0,2065,NOTHING
00:58:55,SP-FUTURE,3143.0,204,3143.0,2634,NOTHING
00:58:57,SP-FUTURE,3143.0,2801,3143.0,37,NOTHING
00:58:58,SP-FUTURE,3143.0,84,3143.0,2754,NOTHING
00:58:59,SP-FUTURE,3143.0,89,3143.0,2749,NOTHING
00:59:00,SP-FUTURE,3143.0,91,3143.0,2747,NOTHING
00:59:02,SP-FUTURE,3142.0,559,3142.0,2279,NOTHING
00:59:03,SP-FUTURE,3141.0,1481,3141.0,1357,NOTHING
00:59:05,SP-FUTURE,3141.0,1527,3141.0,1311,NOTHING
00:59:05,SP-FUTURE,3141.0,1518,3141.0,1320,NOTHING
00:59:07,SP-FUTURE,3141.0,1419,3141.0,1419,NOTHING
00:59:08,SP-FUTURE,3141.0,1225,3141.0,1613,NOTHING
00:59:09,SP-FUTURE,3141.0,1749,3141.0,1089,NOTHING
00:59:09,SP-FUTURE,3141.0,1049,3141.0,1789,NOTHING
00:59:11,SP-FUTURE,3141.0,1716,3141.0,1122,NOTHING
00:59:12,SP-FUTURE,3141.0,2096,3141.0,742,NOTHING
00:59:13,SP-FUTURE,3141.0,1785,3141.0,1053,NOTHING
00:59:14,SP-FUTURE,3141.0,1891,3141.0,947,NOTHING
00:59:15,SP-FUTURE,3138.0,585,3138.0,2253,NOTHING
00:59:16,SP-FUTURE,3137.0,2289,3137.0,549,NOTHING
00:59:17,SP-FUTURE,3137.0,2143,3137.0,695,NOTHING
00:59:17,SP-FUTURE,3137.0,2034,3137.0,804,NOTHING
00:59:17,SP-FUTURE,3137.0,1638,3137.0,1200,NOTHING
00:59:18,SP-FUTURE,3137.0,1707,3137.0,1131,NOTHING
00:59:19,SP-FUTURE,3137.0,1928,3137.0,910,NOTHING
00:59:21,SP-FUTURE,3137.0,1576,3138.0,1262,NOTHING
