Timestamp,Traded Instrument,Traded Side,Traded Price,Traded Volume
23:11:29,SP-FUTURE,BID,3093.0,755
23:11:30,SP-FUTURE,ASK,3094.0,725
23:11:30,ESX-FUTURE,ASK,3092.0,2043
23:11:31,ESX-FUTURE,ASK,3092.0,720
23:11:31,SP-FUTURE,BID,3094.0,768
23:11:32,ESX-FUTURE,BID,3091.0,315
23:11:33,ESX-FUTURE,ASK,3091.0,88
23:11:33,SP-FUTURE,ASK,3094.0,25
23:11:33,ESX-FUTURE,ASK,3091.0,170
23:11:34,SP-FUTURE,ASK,3094.0,260
23:11:34,ESX-FUTURE,ASK,3092.0,352
23:11:35,SP-FUTURE,ASK,3094.0,23
23:11:35,ESX-FUTURE,ASK,3092.0,570
23:11:35,SP-FUTURE,BID,3094.0,169
23:11:36,SP-FUTURE,BID,3094.0,696
23:11:36,SP-FUTURE,ASK,3095.0,348
23:11:36,ESX-FUTURE,ASK,3091.0,22
23:11:38,SP-FUTURE,BID,3094.0,678
23:11:38,ESX-FUTURE,ASK,3091.0,1616
23:11:39,ESX-FUTURE,BID,3091.0,259
23:11:39,ESX-FUTURE,BID,3091.0,147
23:11:39,SP-FUTURE,BID,3096.0,1444
23:11:40,SP-FUTURE,BID,3096.0,1184
23:11:40,ESX-FUTURE,BID,3089.0,678
23:11:41,SP-FUTURE,BID,3095.0,43
23:11:41,ESX-FUTURE,ASK,3089.0,407
23:11:42,SP-FUTURE,BID,3095.0,724
23:11:42,ESX-FUTURE,BID,3089.0,18
23:11:42,ESX-FUTURE,BID,3089.0,1137
23:11:43,SP-FUTURE,ASK,3095.0,802
23:11:43,SP-FUTURE,BID,3094.0,71
23:11:44,ESX-FUTURE,BID,3089.0,312
23:11:45,SP-FUTURE,ASK,3094.0,262
23:11:45,ESX-FUTURE,ASK,3089.0,566
23:11:45,SP-FUTURE,BID,3094.0,724
23:11:46,SP-FUTURE,BID,3094.0,232
23:11:46,ESX-FUTURE,ASK,3089.0,8
23:11:46,SP-FUTURE,BID,3094.0,104
23:11:48,SP-FUTURE,BID,3094.0,29
23:11:48,ESX-FUTURE,BID,3089.0,520
23:11:49,SP-FUTURE,ASK,3095.0,94
23:11:49,ESX-FUTURE,BID,3089.0,13
23:11:49,ESX-FUTURE,ASK,3089.0,2155
23:11:49,SP-FUTURE,ASK,3095.0,49
23:11:49,ESX-FUTURE,BID,3089.0,205
23:11:50,ESX-FUTURE,BID,3089.0,45
23:11:50,SP-FUTURE,ASK,3095.0,129
23:11:52,ESX-FUTURE,ASK,3089.0,773
23:11:52,SP-FUTURE,BID,3095.0,853
23:11:53,ESX-FUTURE,BID,3089.0,15
23:11:53,SP-FUTURE,ASK,3095.0,38
23:11:53,ESX-FUTURE,BID,3089.0,136
23:11:53,ESX-FUTURE,ASK,3089.0,518
23:11:54,ESX-FUTURE,BID,3089.0,189
23:11:54,SP-FUTURE,BID,3095.0,935
23:11:54,SP-FUTURE,BID,3095.0,334
23:11:54,ESX-FUTURE,ASK,3088.0,44
23:11:54,SP-FUTURE,BID,3095.0,828
23:11:54,ESX-FUTURE,BID,3088.0,701
23:11:55,SP-FUTURE,ASK,3095.0,598
23:11:55,SP-FUTURE,BID,3095.0,442
23:11:55,ESX-FUTURE,BID,3088.0,442
23:11:56,ESX-FUTURE,ASK,3088.0,34
23:11:57,SP-FUTURE,BID,3095.0,1577
23:11:57,SP-FUTURE,BID,3095.0,999
23:11:58,SP-FUTURE,ASK,3095.0,217
23:11:58,ESX-FUTURE,ASK,3087.0,264
23:11:59,SP-FUTURE,BID,3095.0,2092
23:11:59,SP-FUTURE,ASK,3095.0,26
23:11:59,SP-FUTURE,BID,3095.0,336
23:12:00,SP-FUTURE,BID,3095.0,1623
