Timestamp,Instrument,Bid Price,Bid Volume,Ask Price,Ask Volume
21:08:54,SP-FUTURE,3066.0,2399,3066.0,424
21:08:54,ESX-FUTURE,3011.0,791,3011.0,2167
21:08:55,ESX-FUTURE,3010.0,2048,3011.0,910
21:08:56,SP-FUTURE,3066.0,2733,3067.0,90
21:08:56,ESX-FUTURE,3010.0,1439,3011.0,1519
21:08:57,SP-FUTURE,3067.0,516,3067.0,2307
21:08:57,ESX-FUTURE,3010.0,2631,3010.0,327
21:08:57,SP-FUTURE,3065.0,359,3065.0,2464
21:08:57,ESX-FUTURE,3010.0,1304,3010.0,1654
21:08:58,ESX-FUTURE,3010.0,1268,3010.0,1690
21:08:58,SP-FUTURE,3064.0,2098,3065.0,725
21:08:59,SP-FUTURE,3064.0,1229,3064.0,1594
21:09:00,ESX-FUTURE,3010.0,1794,3010.0,1164
21:09:00,SP-FUTURE,3064.0,794,3065.0,2029
21:09:01,ESX-FUTURE,3009.0,1115,3009.0,1843
21:09:01,SP-FUTURE,3063.0,871,3064.0,1952
21:09:02,ESX-FUTURE,3010.0,1912,3010.0,1046
21:09:02,SP-FUTURE,3064.0,1438,3064.0,1385
21:09:03,SP-FUTURE,3064.0,331,3064.0,2492
21:09:03,ESX-FUTURE,3010.0,2224,3010.0,734
21:09:03,ESX-FUTURE,3010.0,2229,3010.0,729
21:09:04,SP-FUTURE,3063.0,786,3063.0,2037
21:09:05,ESX-FUTURE,3010.0,111,3010.0,2847
21:09:05,SP-FUTURE,3063.0,1143,3063.0,1680
21:09:06,SP-FUTURE,3063.0,1102,3063.0,1721
21:09:06,ESX-FUTURE,3010.0,613,3010.0,2345
21:09:06,ESX-FUTURE,3010.0,2563,3010.0,395
21:09:07,SP-FUTURE,3063.0,2184,3063.0,639
21:09:07,ESX-FUTURE,3010.0,2564,3010.0,394
21:09:08,SP-FUTURE,3063.0,2315,3063.0,508
21:09:08,ESX-FUTURE,3010.0,2717,3010.0,241
21:09:09,SP-FUTURE,3063.0,2250,3063.0,573
21:09:10,SP-FUTURE,3063.0,195,3063.0,2628
21:09:11,ESX-FUTURE,3010.0,2841,3010.0,117
21:09:11,ESX-FUTURE,3010.0,2527,3010.0,431
21:09:12,SP-FUTURE,3062.0,663,3063.0,2160
21:09:12,ESX-FUTURE,3010.0,1811,3010.0,1147
21:09:12,ESX-FUTURE,3010.0,90,3010.0,2868
21:09:13,SP-FUTURE,3062.0,2343,3063.0,480
21:09:13,ESX-FUTURE,3010.0,821,3010.0,2137
21:09:13,SP-FUTURE,3062.0,1629,3063.0,1194
21:09:14,SP-FUTURE,3062.0,1584,3063.0,1239
21:09:14,ESX-FUTURE,3009.0,993,3010.0,1965
21:09:15,SP-FUTURE,3063.0,867,3063.0,1956
21:09:15,ESX-FUTURE,3010.0,2574,3010.0,384
21:09:16,SP-FUTURE,3063.0,711,3063.0,2112
21:09:17,ESX-FUTURE,3010.0,750,3010.0,2208
21:09:17,SP-FUTURE,3063.0,235,3064.0,2588
21:09:18,SP-FUTURE,3063.0,2504,3063.0,319
21:09:18,ESX-FUTURE,3010.0,1098,3010.0,1860
21:09:18,ESX-FUTURE,3010.0,1189,3010.0,1769
21:09:19,SP-FUTURE,3065.0,1008,3065.0,1815
21:09:19,SP-FUTURE,3064.0,279,3065.0,2544
21:09:20,SP-FUTURE,3064.0,263,3065.0,2560
21:09:20,ESX-FUTURE,3011.0,1146,3011.0,1812
21:09:21,SP-FUTURE,3066.0,918,3067.0,1905
21:09:21,ESX-FUTURE,3011.0,2006,3011.0,952
21:09:22,SP-FUTURE,3066.0,1813,3067.0,1010
21:09:22,ESX-FUTURE,3011.0,243,3011.0,2715
21:09:23,ESX-FUTURE,3011.0,1541,3011.0,1417
