Timestamp,Traded Instrument,Traded Side,Traded Price,Traded Volume
18:35:28,ESX-FUTURE,BID,3085.0,2206
18:35:28,ESX-FUTURE,BID,3085.0,87
18:35:29,SP-FUTURE,BID,3000.0,438
18:35:30,ESX-FUTURE,ASK,3085.0,76
18:35:30,ESX-FUTURE,ASK,3085.0,241
18:35:30,SP-FUTURE,ASK,3000.0,521
18:35:30,ESX-FUTURE,ASK,3085.0,368
18:35:31,ESX-FUTURE,ASK,3085.0,157
18:35:31,SP-FUTURE,BID,3000.0,126
18:35:32,ESX-FUTURE,BID,3085.0,837
18:35:33,SP-FUTURE,BID,3000.0,220
18:35:33,ESX-FUTURE,ASK,3085.0,348
18:35:34,SP-FUTURE,ASK,3000.0,978
18:35:35,ESX-FUTURE,BID,3085.0,727
18:35:35,SP-FUTURE,ASK,3000.0,340
18:35:35,ESX-FUTURE,ASK,3085.0,1856
18:35:36,ESX-FUTURE,BID,3085.0,39
18:35:36,SP-FUTURE,BID,3000.0,959
18:35:37,SP-FUTURE,BID,3000.0,4
18:35:37,ESX-FUTURE,BID,3085.0,13
18:35:37,SP-FUTURE,ASK,3000.0,94
18:35:38,SP-FUTURE,ASK,3000.0,306
18:35:39,ESX-FUTURE,BID,3085.0,226
18:35:39,SP-FUTURE,ASK,3000.0,65
18:35:39,ESX-FUTURE,ASK,3085.0,2574
18:35:40,ESX-FUTURE,BID,3085.0,87
18:35:41,SP-FUTURE,ASK,3004.0,554
18:35:41,ESX-FUTURE,BID,3085.0,57
18:35:43,SP-FUTURE,BID,3004.0,1096
18:35:43,ESX-FUTURE,ASK,3084.0,20
18:35:44,SP-FUTURE,BID,3004.0,160
18:35:45,ESX-FUTURE,ASK,3084.0,317
18:35:45,SP-FUTURE,BID,3004.0,1050
18:35:45,SP-FUTURE,ASK,3004.0,261
18:35:46,ESX-FUTURE,BID,3084.0,20
18:35:47,ESX-FUTURE,ASK,3084.0,47
18:35:47,SP-FUTURE,ASK,3004.0,249
18:35:48,SP-FUTURE,ASK,3004.0,77
18:35:48,ESX-FUTURE,ASK,3084.0,32
18:35:49,ESX-FUTURE,ASK,3084.0,46
18:35:49,ESX-FUTURE,ASK,3084.0,151
18:35:49,ESX-FUTURE,BID,3084.0,397
18:35:49,SP-FUTURE,BID,3004.0,849
18:35:50,SP-FUTURE,BID,3004.0,219
18:35:50,ESX-FUTURE,ASK,3084.0,2100
18:35:51,SP-FUTURE,ASK,3005.0,356
18:35:51,SP-FUTURE,BID,3004.0,997
18:35:52,SP-FUTURE,BID,3004.0,173
18:35:52,ESX-FUTURE,BID,3083.0,47
18:35:52,SP-FUTURE,BID,3004.0,28
18:35:53,ESX-FUTURE,BID,3083.0,16
18:35:54,ESX-FUTURE,BID,3083.0,127
18:35:54,SP-FUTURE,ASK,3005.0,91
18:35:55,ESX-FUTURE,BID,3083.0,150
18:35:56,SP-FUTURE,ASK,3005.0,782
18:35:56,ESX-FUTURE,BID,3083.0,243
18:35:56,SP-FUTURE,ASK,3004.0,241
18:35:57,ESX-FUTURE,ASK,3083.0,1517
18:35:57,SP-FUTURE,BID,3006.0,12
18:35:57,ESX-FUTURE,BID,3083.0,179
18:35:58,ESX-FUTURE,BID,3083.0,1223
18:35:58,SP-FUTURE,BID,3005.0,408
18:35:58,ESX-FUTURE,ASK,3083.0,820
18:35:59,ESX-FUTURE,BID,3083.0,202
18:35:59,ESX-FUTURE,BID,3083.0,93
18:35:59,SP-FUTURE,ASK,3005.0,833
18:36:01,SP-FUTURE,BID,3005.0,432
18:36:01,ESX-FUTURE,ASK,3083.0,11
18:36:02,SP-FUTURE,BID,3005.0,868
18:36:03,SP-FUTURE,ASK,3005.0,504
18:36:03,ESX-FUTURE,BID,3083.0,160
18:36:03,SP-FUTURE,ASK,3005.0,901
18:36:04,ESX-FUTURE,ASK,3084.0,192
18:36:04,SP-FUTURE,BID,3005.0,1358
18:36:05,ESX-FUTURE,ASK,3083.0,1117
18:36:05,SP-FUTURE,ASK,3006.0,1486
18:36:06,ESX-FUTURE,BID,3083.0,114
18:36:06,SP-FUTURE,BID,3006.0,30
18:36:07,ESX-FUTURE,ASK,3083.0,66
18:36:08,SP-FUTURE,BID,3006.0,115
18:36:09,SP-FUTURE,BID,3006.0,142
18:36:09,ESX-FUTURE,ASK,3083.0,561
18:36:10,ESX-FUTURE,BID,3083.0,555
18:36:10,SP-FUTURE,ASK,3006.0,800
18:36:10,ESX-FUTURE,ASK,3083.0,948
18:36:11,ESX-FUTURE,BID,3083.0,346
18:36:11,SP-FUTURE,ASK,3007.0,146
18:36:11,ESX-FUTURE,ASK,3083.0,163
18:36:12,SP-FUTURE,BID,3007.0,3
18:36:12,ESX-FUTURE,BID,3083.0,610
18:36:13,SP-FUTURE,BID,3006.0,3
18:36:14,ESX-FUTURE,ASK,3083.0,180
18:36:14,SP-FUTURE,BID,3006.0,335
18:36:14,ESX-FUTURE,ASK,3083.0,778
18:36:15,SP-FUTURE,BID,3007.0,397
18:36:16,ESX-FUTURE,BID,3083.0,1741
18:36:17,SP-FUTURE,BID,3005.0,243
18:36:17,ESX-FUTURE,ASK,3083.0,93
18:36:17,SP-FUTURE,ASK,3006.0,739
18:36:18,ESX-FUTURE,ASK,3083.0,598
18:36:18,ESX-FUTURE,BID,3083.0,899
