Timestamp,Instrument,Bid Price,Bid Volume,Ask Price,Ask Volume
18:35:28,SP-FUTURE,3000.0,582,3000.0,2229
18:35:28,SP-FUTURE,3000.0,521,3000.0,2290
18:35:29,ESX-FUTURE,3084.0,2243,3085.0,708
18:35:30,SP-FUTURE,3000.0,677,3000.0,2134
18:35:30,SP-FUTURE,3000.0,1610,3000.0,1201
18:35:30,ESX-FUTURE,3085.0,2068,3085.0,883
18:35:30,SP-FUTURE,3000.0,502,3001.0,2309
18:35:31,SP-FUTURE,3000.0,941,3001.0,1870
18:35:31,ESX-FUTURE,3085.0,1741,3085.0,1210
18:35:32,SP-FUTURE,3000.0,2388,3000.0,423
18:35:33,ESX-FUTURE,3085.0,1565,3085.0,1386
18:35:33,SP-FUTURE,3000.0,753,3000.0,2058
18:35:34,ESX-FUTURE,3085.0,2786,3085.0,165
18:35:35,SP-FUTURE,3000.0,315,3000.0,2496
18:35:35,ESX-FUTURE,3085.0,101,3085.0,2850
18:35:35,SP-FUTURE,3000.0,2537,3000.0,274
18:35:36,SP-FUTURE,3000.0,2466,3000.0,345
18:35:36,ESX-FUTURE,3085.0,1216,3085.0,1735
18:35:37,ESX-FUTURE,3085.0,1216,3085.0,1735
18:35:37,SP-FUTURE,3000.0,2458,3000.0,353
18:35:37,ESX-FUTURE,3085.0,1490,3085.0,1461
18:35:38,ESX-FUTURE,3085.0,283,3085.0,2668
18:35:39,SP-FUTURE,3000.0,1456,3000.0,1355
18:35:39,ESX-FUTURE,3085.0,376,3085.0,2575
18:35:39,SP-FUTURE,3004.0,1335,3004.0,1476
18:35:40,SP-FUTURE,3004.0,1116,3004.0,1695
18:35:41,ESX-FUTURE,3085.0,2517,3085.0,434
18:35:41,SP-FUTURE,3004.0,1097,3004.0,1714
18:35:43,ESX-FUTURE,3084.0,2283,3084.0,668
18:35:43,SP-FUTURE,3004.0,1118,3004.0,1693
18:35:44,ESX-FUTURE,3084.0,1854,3084.0,1097
18:35:45,SP-FUTURE,3004.0,2315,3004.0,496
18:35:45,ESX-FUTURE,3084.0,1624,3084.0,1327
18:35:45,ESX-FUTURE,3084.0,2895,3084.0,56
18:35:46,SP-FUTURE,3004.0,2315,3004.0,496
18:35:47,SP-FUTURE,3004.0,2412,3004.0,399
18:35:47,ESX-FUTURE,3084.0,1173,3084.0,1778
18:35:48,ESX-FUTURE,3084.0,1371,3084.0,1580
18:35:48,SP-FUTURE,3004.0,2438,3004.0,373
18:35:49,SP-FUTURE,3004.0,2483,3004.0,328
18:35:49,SP-FUTURE,3004.0,2757,3004.0,54
18:35:49,SP-FUTURE,3004.0,1283,3004.0,1528
18:35:49,ESX-FUTURE,3084.0,878,3084.0,2073
18:35:50,ESX-FUTURE,3084.0,244,3084.0,2707
18:35:50,SP-FUTURE,3004.0,1162,3005.0,1649
18:35:51,ESX-FUTURE,3084.0,1300,3084.0,1651
18:35:51,ESX-FUTURE,3083.0,653,3083.0,2298
18:35:52,ESX-FUTURE,3083.0,181,3083.0,2770
18:35:52,SP-FUTURE,3004.0,1070,3005.0,1741
18:35:52,ESX-FUTURE,3083.0,151,3083.0,2800
18:35:53,SP-FUTURE,3004.0,1052,3005.0,1759
18:35:54,SP-FUTURE,3004.0,625,3005.0,2186
18:35:54,ESX-FUTURE,3083.0,218,3083.0,2733
18:35:55,SP-FUTURE,3004.0,86,3005.0,2725
18:35:56,ESX-FUTURE,3083.0,526,3083.0,2425
18:35:56,SP-FUTURE,3004.0,1876,3004.0,935
18:35:56,ESX-FUTURE,3083.0,1433,3083.0,1518
18:35:57,SP-FUTURE,3006.0,2796,3006.0,15
18:35:57,ESX-FUTURE,3083.0,1433,3083.0,1518
18:35:57,SP-FUTURE,3006.0,2401,3006.0,410
18:35:58,SP-FUTURE,3005.0,2328,3005.0,483
18:35:58,ESX-FUTURE,3083.0,884,3083.0,2067
18:35:58,SP-FUTURE,3005.0,2452,3005.0,359
18:35:59,SP-FUTURE,3005.0,1802,3005.0,1009
18:35:59,SP-FUTURE,3005.0,1607,3005.0,1204
