Timestamp,Instrument,Bid Price,Bid Volume,Ask Price,Ask Volume
02:24:13,SP-FUTURE,3093.0,2654,3093.0,194
02:24:14,ESX-FUTURE,3104.0,467,3104.0,2500
02:24:14,SP-FUTURE,3093.0,2664,3093.0,184
02:24:15,ESX-FUTURE,3104.0,480,3104.0,2487
02:24:15,SP-FUTURE,3093.0,976,3094.0,1872
02:24:16,SP-FUTURE,3093.0,2754,3093.0,94
02:24:16,ESX-FUTURE,3104.0,196,3104.0,2771
02:24:16,SP-FUTURE,3093.0,2656,3093.0,192
02:24:17,ESX-FUTURE,3104.0,1815,3104.0,1152
02:24:17,ESX-FUTURE,3104.0,1869,3104.0,1098
02:24:18,ESX-FUTURE,3104.0,2046,3104.0,921
02:24:19,SP-FUTURE,3093.0,2406,3093.0,442
02:24:19,SP-FUTURE,3093.0,296,3094.0,2552
02:24:20,ESX-FUTURE,3105.0,560,3106.0,2407
02:24:20,SP-FUTURE,3094.0,612,3094.0,2236
02:24:21,ESX-FUTURE,3105.0,2946,3105.0,21
02:24:21,ESX-FUTURE,3105.0,2965,3105.0,2
02:24:21,ESX-FUTURE,3105.0,1720,3105.0,1247
02:24:22,SP-FUTURE,3094.0,946,3095.0,1902
02:24:23,SP-FUTURE,3095.0,2520,3095.0,328
02:24:23,ESX-FUTURE,3105.0,1561,3105.0,1406
02:24:23,SP-FUTURE,3095.0,2661,3095.0,187
02:24:24,SP-FUTURE,3095.0,2816,3095.0,32
02:24:24,SP-FUTURE,3095.0,537,3096.0,2311
02:24:25,ESX-FUTURE,3105.0,328,3105.0,2639
02:24:25,SP-FUTURE,3095.0,437,3096.0,2411
02:24:26,SP-FUTURE,3095.0,2505,3095.0,343
02:24:26,ESX-FUTURE,3105.0,662,3105.0,2305
02:24:27,SP-FUTURE,3095.0,2447,3095.0,401
02:24:27,ESX-FUTURE,3105.0,1373,3105.0,1594
02:24:27,SP-FUTURE,3095.0,982,3096.0,1866
02:24:28,ESX-FUTURE,3105.0,435,3106.0,2532
02:24:28,SP-FUTURE,3095.0,1715,3095.0,1133
02:24:28,SP-FUTURE,3095.0,1370,3095.0,1478
02:24:29,SP-FUTURE,3095.0,404,3095.0,2444
02:24:29,ESX-FUTURE,3105.0,1691,3106.0,1276
02:24:30,ESX-FUTURE,3105.0,1994,3105.0,973
02:24:30,SP-FUTURE,3095.0,413,3095.0,2435
02:24:31,ESX-FUTURE,3105.0,350,3106.0,2617
02:24:32,SP-FUTURE,3095.0,1231,3095.0,1617
02:24:32,ESX-FUTURE,3105.0,1510,3106.0,1457
02:24:33,SP-FUTURE,3095.0,258,3095.0,2590
02:24:33,ESX-FUTURE,3105.0,1389,3106.0,1578
02:24:33,SP-FUTURE,3094.0,883,3095.0,1965
02:24:34,SP-FUTURE,3095.0,1592,3095.0,1256
02:24:34,ESX-FUTURE,3105.0,2339,3105.0,628
02:24:35,SP-FUTURE,3095.0,1205,3095.0,1643
02:24:35,ESX-FUTURE,3106.0,2389,3106.0,578
02:24:35,ESX-FUTURE,3106.0,1176,3106.0,1791
02:24:36,SP-FUTURE,3095.0,1025,3095.0,1823
02:24:36,ESX-FUTURE,3106.0,1498,3106.0,1469
02:24:37,ESX-FUTURE,3106.0,1657,3106.0,1310
02:24:37,SP-FUTURE,3095.0,1022,3095.0,1826
02:24:38,SP-FUTURE,3095.0,815,3095.0,2033
02:24:38,SP-FUTURE,3095.0,1354,3095.0,1494
02:24:39,ESX-FUTURE,3105.0,1556,3105.0,1411
02:24:39,ESX-FUTURE,3106.0,1358,3106.0,1609
02:24:40,SP-FUTURE,3095.0,1081,3095.0,1767
02:24:40,SP-FUTURE,3094.0,1250,3095.0,1598
02:24:40,ESX-FUTURE,3105.0,9,3106.0,2958
02:24:41,SP-FUTURE,3094.0,1283,3095.0,1565
02:24:41,ESX-FUTURE,3105.0,1698,3106.0,1269
02:24:42,ESX-FUTURE,3105.0,2904,3105.0,63
02:24:42,SP-FUTURE,3094.0,992,3095.0,1856
02:24:43,ESX-FUTURE,3105.0,1055,3105.0,1912
02:24:43,ESX-FUTURE,3105.0,1009,3105.0,1958
02:24:44,SP-FUTURE,3095.0,882,3095.0,1966
02:24:44,SP-FUTURE,3095.0,2159,3095.0,689
02:24:45,ESX-FUTURE,3105.0,633,3105.0,2334
02:24:45,SP-FUTURE,3094.0,187,3095.0,2661
02:24:46,ESX-FUTURE,3105.0,465,3105.0,2502
02:24:46,SP-FUTURE,3094.0,2466,3094.0,382
02:24:46,ESX-FUTURE,3105.0,1036,3105.0,1931
02:24:46,SP-FUTURE,3094.0,1199,3094.0,1649
02:24:47,ESX-FUTURE,3103.0,2219,3104.0,748
02:24:47,SP-FUTURE,3094.0,1396,3094.0,1452
02:24:48,SP-FUTURE,3094.0,2475,3094.0,373
02:24:48,SP-FUTURE,3094.0,1976,3094.0,872
02:24:49,ESX-FUTURE,3103.0,2729,3103.0,238
02:24:49,SP-FUTURE,3094.0,2325,3094.0,523
02:24:50,ESX-FUTURE,3103.0,762,3104.0,2205
02:24:50,SP-FUTURE,3094.0,262,3095.0,2586
02:24:50,SP-FUTURE,3094.0,2520,3094.0,328
02:24:51,ESX-FUTURE,3103.0,775,3104.0,2192
02:24:52,SP-FUTURE,3094.0,689,3094.0,2159
02:24:52,ESX-FUTURE,3103.0,2024,3103.0,943
02:24:52,SP-FUTURE,3094.0,984,3094.0,1864
02:24:53,ESX-FUTURE,3103.0,2522,3104.0,445
02:24:54,SP-FUTURE,3094.0,2810,3094.0,38
02:24:54,ESX-FUTURE,3103.0,2525,3104.0,442
02:24:55,SP-FUTURE,3094.0,58,3094.0,2790
02:24:55,ESX-FUTURE,3103.0,2384,3104.0,583
02:24:56,SP-FUTURE,3094.0,2717,3094.0,131
02:24:56,ESX-FUTURE,3103.0,1213,3104.0,1754
02:24:56,ESX-FUTURE,3103.0,1221,3104.0,1746
02:24:56,ESX-FUTURE,3103.0,1209,3104.0,1758
02:24:57,SP-FUTURE,3094.0,2164,3094.0,684
02:24:58,SP-FUTURE,3094.0,1045,3094.0,1803
02:24:58,ESX-FUTURE,3103.0,993,3104.0,1974
02:24:59,SP-FUTURE,3094.0,32,3094.0,2816
02:24:59,ESX-FUTURE,3103.0,990,3104.0,1977
02:25:00,ESX-FUTURE,3103.0,1634,3104.0,1333
02:25:00,ESX-FUTURE,3103.0,2103,3104.0,864
02:25:00,SP-FUTURE,3094.0,1833,3094.0,1015
02:25:02,ESX-FUTURE,3104.0,133,3104.0,2834
02:25:02,SP-FUTURE,3095.0,2251,3095.0,597
02:25:02,ESX-FUTURE,3104.0,1630,3104.0,1337
02:25:03,SP-FUTURE,3095.0,2777,3095.0,71
02:25:03,ESX-FUTURE,3104.0,1365,3104.0,1602
02:25:04,ESX-FUTURE,3104.0,1373,3104.0,1594
02:25:04,SP-FUTURE,3093.0,1601,3094.0,1247
02:25:05,ESX-FUTURE,3105.0,2810,3105.0,157
02:25:05,ESX-FUTURE,3105.0,2513,3105.0,454
02:25:05,SP-FUTURE,3093.0,1128,3094.0,1720
02:25:06,ESX-FUTURE,3105.0,1198,3105.0,1769
02:25:07,SP-FUTURE,3093.0,2254,3093.0,594
02:25:07,ESX-FUTURE,3105.0,2371,3105.0,596
02:25:08,ESX-FUTURE,3105.0,2826,3105.0,141
02:25:09,SP-FUTURE,3093.0,1620,3093.0,1228
02:25:09,SP-FUTURE,3093.0,1581,3093.0,1267
02:25:09,ESX-FUTURE,3105.0,2927,3105.0,40
02:25:10,SP-FUTURE,3093.0,1583,3093.0,1265
02:25:11,ESX-FUTURE,3105.0,2688,3106.0,279
02:25:11,ESX-FUTURE,3106.0,1916,3106.0,1051
02:25:12,SP-FUTURE,3093.0,1818,3093.0,1030
02:25:12,SP-FUTURE,3093.0,174,3093.0,2674
02:25:12,ESX-FUTURE,3106.0,420,3106.0,2547
02:25:13,ESX-FUTURE,3105.0,2930,3106.0,37
02:25:14,SP-FUTURE,3093.0,171,3093.0,2677
02:25:14,ESX-FUTURE,3106.0,1233,3106.0,1734
02:25:15,SP-FUTURE,3093.0,2848,3094.0,2
02:25:16,ESX-FUTURE,3106.0,1234,3106.0,1733
02:25:16,ESX-FUTURE,3106.0,1235,3106.0,1732
02:25:16,SP-FUTURE,3094.0,2530,3094.0,320
02:25:17,ESX-FUTURE,3106.0,1251,3106.0,1716
02:25:18,SP-FUTURE,3094.0,1121,3094.0,1729
02:25:18,ESX-FUTURE,3106.0,1116,3106.0,1851
02:25:19,SP-FUTURE,3094.0,1524,3094.0,1326
02:25:19,ESX-FUTURE,3104.0,2367,3105.0,600
02:25:19,SP-FUTURE,3094.0,2728,3094.0,122
02:25:20,ESX-FUTURE,3104.0,1815,3105.0,1152
02:25:22,SP-FUTURE,3095.0,333,3095.0,2517
02:25:22,ESX-FUTURE,3104.0,1568,3105.0,1399
02:25:23,SP-FUTURE,3095.0,1983,3095.0,867
02:25:23,SP-FUTURE,3094.0,1173,3095.0,1677
02:25:23,ESX-FUTURE,3105.0,309,3106.0,2658
02:25:24,SP-FUTURE,3095.0,2004,3095.0,846
02:25:24,ESX-FUTURE,3105.0,500,3106.0,2467
02:25:25,SP-FUTURE,3095.0,2004,3095.0,846
02:25:25,ESX-FUTURE,3105.0,668,3106.0,2299
02:25:26,SP-FUTURE,3095.0,1482,3095.0,1368
02:25:27,SP-FUTURE,3095.0,1390,3095.0,1460
02:25:27,ESX-FUTURE,3106.0,2709,3106.0,258
02:25:28,SP-FUTURE,3095.0,687,3095.0,2163
02:25:28,ESX-FUTURE,3106.0,262,3107.0,2705
02:25:28,ESX-FUTURE,3106.0,64,3107.0,2903
02:25:28,SP-FUTURE,3095.0,602,3095.0,2248
02:25:30,SP-FUTURE,3095.0,1523,3095.0,1327
02:25:30,ESX-FUTURE,3106.0,1021,3107.0,1946
02:25:31,SP-FUTURE,3095.0,1635,3095.0,1215
02:25:31,SP-FUTURE,3094.0,1559,3095.0,1291
02:25:32,ESX-FUTURE,3107.0,1665,3107.0,1302
02:25:32,SP-FUTURE,3094.0,2406,3095.0,444
02:25:33,ESX-FUTURE,3107.0,708,3107.0,2259
02:25:33,ESX-FUTURE,3107.0,689,3107.0,2278
02:25:33,ESX-FUTURE,3107.0,791,3107.0,2176
02:25:34,SP-FUTURE,3094.0,2731,3094.0,119
02:25:34,SP-FUTURE,3094.0,2518,3094.0,332
02:25:35,ESX-FUTURE,3106.0,2918,3106.0,49
02:25:35,SP-FUTURE,3094.0,2571,3094.0,279
02:25:36,ESX-FUTURE,3106.0,2934,3106.0,33
02:25:37,SP-FUTURE,3094.0,2587,3094.0,263
02:25:37,ESX-FUTURE,3106.0,381,3106.0,2586
02:25:37,SP-FUTURE,3094.0,828,3094.0,2022
02:25:38,ESX-FUTURE,3106.0,491,3106.0,2476
02:25:39,SP-FUTURE,3094.0,854,3094.0,1996
02:25:39,ESX-FUTURE,3106.0,608,3106.0,2359
02:25:40,SP-FUTURE,3094.0,1779,3094.0,1071
02:25:41,SP-FUTURE,3094.0,472,3094.0,2378
02:25:41,ESX-FUTURE,3106.0,345,3106.0,2622
02:25:42,SP-FUTURE,3094.0,1371,3094.0,1479
02:25:43,ESX-FUTURE,3106.0,1367,3106.0,1600
02:25:43,SP-FUTURE,3094.0,1913,3094.0,937
